player,monster,level,variant,出場回数,A(アクティブ),P(コンパニオン),url01,url02,url03,url04,url05,url06,url07,url08,url09,url10,url11
Piano,フェニックス,36,亜種1,3,ヒーリング / ファイアボルト / ワールウィンド,,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=9&se=3&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=73&se=3&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=299&se=3&t=1,,,,,,,,
Piano,ナイトメア,26,原種,10,スリープクラウド / タングリング / チャージ / 挑発,ビーストクッキー / 守りのミンネ / 攻撃ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=9&se=3&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=41&se=3&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=73&se=3&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=105&se=3&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=169&se=3&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=201&se=3&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=233&se=3&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=265&se=3&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=298&se=3&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=299&se=3&t=1,
Piano,モーラ,14,亜種1,2,テラーコール / ヒーリング / ブラッドスティール / ペイルムーン / 水流,エンジェリックウィング / リジェネレイト / 心の壁,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=9&se=3&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=73&se=3&t=1,,,,,,,,,
Piano,アルルーナ,44,原種,10,エンジェルダスト / ヒーリング / ラストシュリーク,レジストシック / レジストチャーム / レジストフィアー / 予習復習 / 防御ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=9&se=3&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=41&se=3&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=73&se=3&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=105&se=3&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=137&se=3&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=169&se=3&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=201&se=3&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=233&se=3&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=298&se=3&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=299&se=3&t=1,
Piano,アルビノペンギン,25,亜種1,1,ダルネス / テラーコール / トライペック / ブラッドスティール,アウタークッキー,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=41&se=3&t=1,,,,,,,,,,
Piano,マーチヘア,26,亜種1,5,ウィンドボルト / グリムシャドウ / ダークボルト / ロッツオブラフ,エンジェリックウィング / ハートオブフレイム / ハートオブマーブル / レジストチャーム / 魔力ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=41&se=3&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=105&se=3&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=137&se=3&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=201&se=3&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=265&se=3&t=1,,,,,,
Piano,フェニックスB,35,亜種1,1,ヒーリング / ファイアボルト / ワールウィンド,ハートオブマーブル / ミラージュ,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=105&se=3&t=1,,,,,,,,,,
Piano,ナイトメアB,23,原種,1,スリープクラウド / タングリング / チャージ / 挑発,守りのミンネ / 攻撃ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=137&se=3&t=1,,,,,,,,,,
Piano,ティンダロスハウンド,12,原種,6,フェイズアウト / 狐火,アウタークッキー / レジストシック / レジストフィアー / 予習復習,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=137&se=3&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=169&se=3&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=201&se=3&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=233&se=3&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=265&se=3&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=298&se=3&t=1,,,,,
Piano,F.S.M.,14,原種,2,ウィンドボルト / ハスタリーザ,リジェネレイト / 心の壁,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=169&se=3&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=233&se=3&t=1,,,,,,,,,
