player,monster,level,variant,出場回数,A(アクティブ),P(コンパニオン),url01,url02,url03,url04,url05,url06,url07,url08,url09,url10,url11
なまはる,フラーユ,27,原種,11,セメタリーゲート / ヒヤデスウィンド / フォグ / リヴァイヴ / 狐火,,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=7&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=39&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=71&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=103&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=135&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=167&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=199&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=232&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=233&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=234&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=235&se=6&t=1
なまはる,エアリエル,31,原種,11,セメタリーゲート / テンペスト / ファストブレード / ペイルムーン / リヴァイヴ,守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=7&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=39&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=71&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=103&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=135&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=167&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=199&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=232&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=233&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=234&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=235&se=6&t=1
なまはる,セイレン,42,亜種2,11,アウェイクニング / ヒーリング / ペイルムーン / ポイズンクラウド / 狐火,クィックオーダー,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=7&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=39&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=71&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=103&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=135&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=167&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=199&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=232&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=233&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=234&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=235&se=6&t=1
なまはる,サキュバス,35,亜種1,11,スタンダールシンドローム / スノウストーム / テンプテイション / フォグ / リヴァイヴ,コールドアシスト / 予習復習,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=7&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=39&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=71&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=103&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=135&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=167&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=199&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=232&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=233&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=234&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=235&se=6&t=1
赤い酒,パズズ,43,亜種2,11,デルタスラッシュ / ドラゴニックロア / ハイドアウト / ローカストスウォーム / 光の楔,ミラージュ / 命中ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=4&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=36&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=68&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=100&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=133&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=134&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=135&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=136&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=137&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=138&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=139&se=6&t=1
赤い酒,ブラスドラゴン,28,亜種1,11,ドラゴンスケイル / ファイアブレス / フォグ / ペトロガス / 光の楔 / 炎の刻印,エンジェリックウィング / ハートオブマーブル / 敏捷ブースト / 防御ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=4&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=36&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=68&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=100&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=133&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=134&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=135&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=136&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=137&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=138&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=139&se=6&t=1
赤い酒,ペリ,23,原種,11,パイロクラズム / ブラッドスティール / ペイルムーン / ムーランルージュ,ミラージュ / リジェネレイト / 敏捷ブースト / 魔力ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=4&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=36&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=68&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=100&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=133&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=134&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=135&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=136&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=137&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=138&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=139&se=6&t=1
赤い酒,ドール,30,亜種1,11,アースクェイク / イボニーシード / カロウシブスピット / ダルバドーハ / 光の楔,セントリー / リジェネレイト / リフレクション / 魔力ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=4&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=36&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=68&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=100&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=133&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=134&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=135&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=136&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=137&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=138&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=139&se=6&t=1
Vince,ジャバウォック,50,亜種2,11,ウォークライ / ジャバー / ハードブロウ,レジストチャーム / 守りのミンネ / 敏捷ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=9&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=41&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=73&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=105&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=137&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=169&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=201&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=233&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=265&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=298&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=299&se=6&t=1
Vince,スキュラ,49,原種,7,アイスランス / コールドボルト / バインドグラスプ / 水流,魔力ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=9&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=41&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=73&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=105&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=169&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=298&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=299&se=6&t=1,,,,
