player,monster,level,variant,出場回数,A(アクティブ),P(コンパニオン),url01,url02,url03,url04,url05,url06,url07,url08,url09,url10,url11
やなぎかぜ,グウィリオン,47,亜種2,7,イーグルアイ / ダブルアタック / チャージ / ファストブレード / ランドスライド,守りのミンネ / 攻撃ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=8&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=72&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=136&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=168&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=200&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=232&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=267&se=5&t=1,,,,
やなぎかぜ,スキュラ,36,亜種1,7,アイスランス / コールドボルト / バインドグラスプ / ファイアボール / 水流,レジストチャーム / 魔力ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=8&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=72&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=136&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=168&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=200&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=232&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=267&se=5&t=1,,,,
やなぎかぜ,セイレン,27,亜種1,7,エルフショット / ダークボルト / ブラッドスティール / 悪魔のトリル,心の棘,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=8&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=72&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=136&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=168&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=200&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=232&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=267&se=5&t=1,,,,
やなぎかぜ,モーラ,47,原種,7,コールドボルト / ブラッドスティール / リベレイション / ルビーライト / 狐火,命中ブースト / 攻撃ブースト / 敏捷ブースト / 防寒布 / 防火布,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=8&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=72&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=136&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=168&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=200&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=232&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=267&se=5&t=1,,,,
やなぎかぜ,ワイバーン,34,亜種1,4,スパイクテイル / ダブルアタック / デルタスラッシュ / ベノムスティング / ペトロガス,守りのミンネ / 防寒布 / 防火布,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=40&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=104&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=265&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=266&se=5&t=1,,,,,,,
やなぎかぜ,ドール,27,亜種2,4,アースクェイク / テラーコール / バインドグラスプ / ファストストライク / ベノムスティング,守りのミンネ / 攻撃ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=40&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=104&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=265&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=266&se=5&t=1,,,,,,,
やなぎかぜ,F.S.M.,25,原種,4,ウィンドボルト / エルフショット / コールドボルト / ハスタリーザ,命中ブースト / 守りのミンネ / 攻撃ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=40&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=104&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=265&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=266&se=5&t=1,,,,,,,
やなぎかぜ,グレムリン,35,原種,4,ウィンドボルト / エルフショット / ストーン / ダークボルト / 風葬,守りのミンネ / 防寒布 / 防火布,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=40&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=104&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=265&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=266&se=5&t=1,,,,,,,
ゆばゆば極限,スキュラ (1),48,原種,2,アイスランス / ウィンドボルト / バインドグラスプ / ヒーリング / 水流,ミラージュ / 心の棘,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=35&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=106&se=5&t=1,,,,,,,,,
ゆばゆば極限,スキュラ (2),26,亜種2,9,アイスランス / コールドボルト / セメタリーゲート / バインドグラスプ / 氷の刻印,クィックオーダー / コールドアシスト / フェアリークッキー / ミラージュ / 地味づくり / 心の棘 / 敏捷ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=3&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=67&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=100&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=101&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=102&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=103&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=104&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=105&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=107&se=5&t=1,,
ゆばゆば極限,シルバードラゴン,43,原種,11,アイスブレス / スタンピード / チャージ / ブリザード / 水流,ハートオブウィンド / 守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=3&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=35&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=67&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=100&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=101&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=102&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=103&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=104&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=105&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=106&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=107&se=5&t=1
ゆばゆば極限,スノウ,25,亜種2,11,スノウストーム / スリートストーム / セメタリーゲート / ヒーリング / 氷の花,エンジェリックウィング / フェアリークッキー / ミラージュ / レジストフィアー / 心の棘 / 魔力ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=3&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=35&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=67&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=100&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=101&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=102&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=103&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=104&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=105&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=106&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=107&se=5&t=1
ゆばゆば極限,サキュバス,17,原種,8,エルフショット / サクション / テンプテイション / ヒーリング / ブラッドスティール / ロストフォーチュン,フェアリークッキー / ミラージュ / 心の棘,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=3&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=35&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=100&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=101&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=102&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=103&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=104&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=106&se=5&t=1,,,
ゆばゆば極限,ティンダロスハウンド,13,亜種2,3,イズルハーダ / チャージ / テラーコール / ファストストライク / フェイズアウト,フレイムアシスト / フレイムバリア,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=67&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=105&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=107&se=5&t=1,,,,,,,,
Piano,ナイトメア,30,原種,4,スリープクラウド / タングリング / チャージ / 挑発,エンジェリックウィング / ハートオブマーブル,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=7&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=39&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=103&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=167&se=5&t=1,,,,,,,
Piano,フェニックス,38,亜種1,11,ヒーリング / ファイアボルト / ワールウィンド,カウンター / ハートオブウィンド / 命中ブースト / 攻撃ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=7&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=39&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=71&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=103&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=135&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=167&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=199&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=232&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=233&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=234&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=235&se=5&t=1
Piano,マーチヘア,31,亜種1,11,ウィンドボルト / グリムシャドウ / ダークボルト / ヒーリング / ロッツオブラフ,エンジェリックウィング / ハートオブマーブル,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=7&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=39&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=71&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=103&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=135&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=167&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=199&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=232&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=233&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=234&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=235&se=5&t=1
Piano,アルルーナ,46,原種,11,エンジェルダスト / ヒーリング / ファイアボール / ラストシュリーク,エンジェリックウィング / ディレイオーダー / ハートオブマーブル,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=7&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=39&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=71&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=103&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=135&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=167&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=199&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=232&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=233&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=234&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=235&se=5&t=1
Piano,F.S.M.,20,原種,3,ウィンドボルト / ダークボルト / ハスタリーザ,,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=71&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=233&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=235&se=5&t=1,,,,,,,,
Piano,モーラ,19,亜種1,1,テラーコール / ヒーリング / ブラッドスティール / ペイルムーン / 水流,クィックオーダー,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=135&se=5&t=1,,,,,,,,,,
Piano,アルビノペンギン,26,亜種1,3,ダルネス / テラーコール / トライペック / ブラッドスティール / 超低周波,エンジェリックウィング / ハートオブマーブル,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=199&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=232&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=234&se=5&t=1,,,,,,,,
赤い酒,パズズ,42,亜種2,11,デルタスラッシュ / ドラゴニックロア / ハイドアウト / ローカストスウォーム / 光の楔,ミラージュ / 命中ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=9&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=41&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=73&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=105&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=137&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=169&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=201&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=233&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=265&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=298&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=299&se=5&t=1
赤い酒,ブラスドラゴン,26,亜種1,11,ドラゴンスケイル / ファイアブレス / フォグ / ペトロガス / 炎の刻印,敏捷ブースト / 防御ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=9&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=41&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=73&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=105&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=137&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=169&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=201&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=233&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=265&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=298&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=299&se=5&t=1
赤い酒,オールドワン,24,亜種1,11,テラーコール / デルバイス / ミラーズ / ユロール / ワインクラウド,敏捷ブースト / 魔力ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=9&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=41&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=73&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=105&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=137&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=169&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=201&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=233&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=265&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=298&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=299&se=5&t=1
赤い酒,ドール,28,亜種1,11,アースクェイク / イボニーシード / カロウシブスピット / ダルバドーハ / 光の楔,セントリー / リジェネレイト,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=9&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=41&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=73&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=105&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=137&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=169&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=201&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=233&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=265&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=298&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=299&se=5&t=1
