player,monster,level,variant,出場回数,A(アクティブ),P(コンパニオン),url01,url02,url03,url04,url05,url06,url07,url08,url09,url10,url11
pmg,一郎,47,原種,11,くすぐり / まさぐり / ガッシマ / チャージ / ペトロガス,アウタークッキー / セントリー / レジストシック / 予習復習 / 守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=3&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=35&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=67&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=100&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=101&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=102&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=103&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=104&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=105&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=106&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=107&se=6&t=1
pmg,二郎,44,原種,11,ガッシマ / スタンピード / チャージ / バインドグラスプ / ペトロガス,アウタークッキー / リフレクション / レジストシック / 予習復習 / 守りのミンネ / 戦いのエール / 敏捷ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=3&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=35&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=67&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=100&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=101&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=102&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=103&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=104&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=105&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=106&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=107&se=6&t=1
pmg,三郎,39,原種,11,テラーコール / ルビーライト / 光のベール,アウタークッキー / セントリー / フレイムアシスト / ミラージュ / レジストシック / 予習復習 / 魔力ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=3&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=35&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=67&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=100&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=101&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=102&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=103&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=104&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=105&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=106&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=107&se=6&t=1
pmg,花子,34,原種,11,ウィンドボルト / サクション / テンプテイション / デルバイス / ミラーズ,アウタークッキー / ミラージュ / リフレクション / レジストスリープ / 心の棘 / 敏捷ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=3&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=35&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=67&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=100&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=101&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=102&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=103&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=104&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=105&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=106&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=107&se=6&t=1
センカ,シシリー,22,原種,7,アイスランス / ヒーリング / 光のベール / 桜花泡影,フレイムアシスト / 戦いのエール / 攻撃ブースト / 敏捷ブースト / 魔力ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=8&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=40&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=136&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=200&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=232&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=265&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=266&se=6&t=1,,,,
センカ,エオヒド,38,亜種2,11,ウィンドボルト / エルフショット / パリィ / パンデミック / ファイアランス,エンジェリックウィング / フレイムアシスト / 敏捷ブースト / 魔力ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=8&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=40&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=72&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=104&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=136&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=168&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=200&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=232&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=265&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=266&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=267&se=6&t=1
センカ,ミランダ,23,原種,7,ウィンドボルト / セメタリーゲート / テンペスト / ヒーリング / ファイアボルト,レジストチャーム / 予習復習 / 戦いのエール / 攻撃ブースト / 敏捷ブースト / 魔力ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=8&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=40&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=72&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=136&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=200&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=232&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=265&se=6&t=1,,,,
センカ,アエス,42,原種,11,アイスランス / セメタリーゲート / ダイヤモンドダスト / フラッド / ペイルムーン,エンジェリックウィング / コールドアシスト / フレイムバリア / 心の棘 / 敏捷ブースト / 防御ブースト / 魔力ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=8&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=40&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=72&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=104&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=136&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=168&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=200&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=232&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=265&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=266&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=267&se=6&t=1
センカ,リャオタン,30,原種,3,くすぐり / スタンピード / チャージ / テラーコール / フェイズアウト,守りのミンネ / 戦いのエール / 攻撃ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=72&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=104&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=267&se=6&t=1,,,,,,,,
センカ,ゴフン,28,原種,3,のしかかり / ガッシマ / スタンピード / ニグラーヌ,守りのミンネ / 防御ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=104&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=266&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=267&se=6&t=1,,,,,,,,
