player,monster,level,variant,出場回数,A(アクティブ),P(コンパニオン),url01,url02,url03,url04,url05,url06,url07,url08,url09,url10,url11
けけけけ,ダークヤング,53,原種,7,のしかかり / ガッシマ / スタンピード / ニグラーヌ / ホロウワールド,戦いのエール / 攻撃ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=4&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=36&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=100&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=133&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=134&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=135&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=136&se=5&t=1,,,,
けけけけ,ドール,48,原種,7,のしかかり / カロウシブスピット / スタンピード,リジェネレイト / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=4&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=36&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=100&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=133&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=134&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=135&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=136&se=5&t=1,,,,
けけけけ,アークディスプレイサー,43,亜種2,7,ホロウワールド,レジストスリープ / 心の棘 / 敏捷ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=4&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=36&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=100&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=133&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=134&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=135&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=136&se=5&t=1,,,,
けけけけ,オールドワン,37,原種,7,ミラーズ / ユロール,クィックオーダー,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=4&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=36&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=100&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=133&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=134&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=135&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=136&se=5&t=1,,,,
けけけけ,フラーユ,41,原種,4,アイスランス / フェアリーエイド / ペイルムーン / 桜花泡影,リフレクション,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=68&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=137&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=138&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=139&se=5&t=1,,,,,,,
けけけけ,アルルーナ,41,原種,4,アイスランス / エンジェルダスト / ラストシュリーク / リヴァイヴ,レジストスリープ / 予習復習,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=68&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=137&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=138&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=139&se=5&t=1,,,,,,,
けけけけ,ペリ,45,亜種2,4,アウェイクニング / セメタリーゲート / ムーランルージュ / レーヴァテイン / 風葬,フレイムアシスト / フレイムバリア,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=68&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=137&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=138&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=139&se=5&t=1,,,,,,,
けけけけ,ルサルカ,47,原種,4,ウィンターブラスト / フォグ / ペイルムーン,心の棘 / 魔力ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=68&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=137&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=138&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=139&se=5&t=1,,,,,,,
ハイジ,亜種2パズズ,35,亜種2,11,チャージ / デルタスラッシュ / ドラゴニックロア / バインドグラスプ / ベノムスティング,ミラージュ,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=1&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=34&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=35&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=36&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=37&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=38&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=39&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=40&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=41&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=42&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=43&se=5&t=1
ハイジ,通常パズズ,53,原種,11,チャージ / デルタスラッシュ / ドラゴニックロア / ハードブロウ / ベノムスティング,守りのミンネ,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=1&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=34&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=35&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=36&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=37&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=38&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=39&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=40&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=41&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=42&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=43&se=5&t=1
ハイジ,魔力ルサルカ,48,原種,11,アイスランス / ウィンターブラスト / スリートストーム / フラッド / ペイルムーン,魔力ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=1&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=34&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=35&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=36&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=37&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=38&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=39&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=40&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=41&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=42&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=43&se=5&t=1
ハイジ,グレちゃん,35,亜種1,11,アウェイクニング / アムネジア / ウィンドボルト / ダークボルト / ファイアランス / ルビーライト / 夢の終わり / 風葬,HPブースト / クィックオーダー / ハートオブオーシャン / 敏捷ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=1&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=34&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=35&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=36&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=37&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=38&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=39&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=40&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=41&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=42&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=43&se=5&t=1
ポリープ,ドール,35,原種,11,アースクェイク / カロウシブスピット / ダブルアタック,クィックオーダー / ディレイオーダー / ミラージュ / 命中ブースト / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=7&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=39&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=71&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=103&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=135&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=167&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=199&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=232&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=233&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=234&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=235&se=5&t=1
ポリープ,ハイドラ,37,原種,3,チャージ / ラーヴァフロウ,エンジェリックウィング / コールドバリア / ミラージュ,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=7&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=103&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=135&se=5&t=1,,,,,,,,
ポリープ,ビヤーキーヒヤデス,26,原種,3,スカラド / ヒヤデスウィンド,心の棘 / 魔力ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=7&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=167&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=235&se=5&t=1,,,,,,,,
ポリープ,グレムリン,35,亜種1,6,ダブルアタック / ダークボルト / 光の楔 / 風葬,ディレイオーダー / 守りのミンネ / 心の棘 / 魔力ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=7&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=39&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=103&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=135&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=199&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=233&se=5&t=1,,,,,
ポリープ,セイレンアウェイク (1),29,亜種2,8,アウェイクニング / エルフショット / ダブルアタック / 悪魔のトリル / 魔性の囁き,クィックオーダー / フレイムアシスト / ミラージュ / 命中ブースト / 魔力ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=39&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=103&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=167&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=199&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=232&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=233&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=234&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=235&se=5&t=1,,,
ポリープ,セイレンアウェイク (2),30,亜種2,1,アウェイクニング / エルフショット / 悪魔のトリル,値踏み,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=71&se=5&t=1,,,,,,,,,,
ポリープ,アルルーナ,34,原種,4,エンジェルダスト / トランキリティ / ブラッドスティール / ラストシュリーク / ルビーライト,エンジェリックウィング / コールドバリア / 値踏み / 心の棘 / 魔力ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=39&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=71&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=167&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=199&se=5&t=1,,,,,,,
ポリープ,アンクー,30,原種,4,ダブルアタック / デスサイズ / パンデミック / ビーストキラー,エンジェリックウィング / コールドバリア,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=71&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=232&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=234&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=235&se=5&t=1,,,,,,,
ポリープ,ワイバーン,30,亜種2,2,スパイクテイル / ベノムスティング,ミラージュ,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=135&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=232&se=5&t=1,,,,,,,,,
ポリープ,スターヴァンパイア,37,原種,1,アンガドーリエラ / フェアリーキラー,,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=233&se=5&t=1,,,,,,,,,,
ポリープ,サキュバス,15,原種,1,エルフショット / サクション / ブラッドスティール,エンジェリックウィング / コールドアシスト,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=234&se=5&t=1,,,,,,,,,,
Ｄｒ．ウェスト,ダークヤング,25,原種,11,ガッシマ / スウィング / スタンピード / テラーコール / ハードブロウ,エンジェリックウィング / ハートオブオーシャン,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=6&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=38&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=70&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=102&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=134&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=166&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=199&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=200&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=201&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=202&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=203&se=5&t=1
